Title,Authors,Category_en,weighted_average
A travel story: Pias (hardcover) from auction,['zebunnesa'],['typical and travel'],1.8707254841684606
The interests of love (hardcover),['bm imran'],['contemporary novel'],1.8965803873347684
Politics Wall Casinore Feeble (Hardcover),['ahsan kabir'],['running and rumors'],1.8707254841684606
A flower tomb (hardcover),['bir freedom fighter alhaj mohammad mostaq hossain'],['contemporary novel'],1.8707254841684606
Funny game of science (hardcover),['sumon arefin'],['science project'],1.8707254841684606
A favorite story of the War of Liberation: Great Bir Shrest (Hardcover),['kaptan nur'],"['diary of the war of liberation, letters and summary']",1.8707254841684606
Islam in Ahkam (Hardcover),['mufti muhammad shafiul alam'],['islamic rules and masayel'],2.9138169894456403
NineThe Six Hours In Torture Cell (Hardcover),['suraiya moin flora'],['novel of war of liberation'],2.641843133810549
Dipur's Hand Grenade (Hardcover),['nasir ahmed kabul'],['novel of war of liberation'],2.4965803873347685
Women's One A Ahili Cat (Hardcover),['shahla shaheed'],['contemporary novel'],3.43536274208423
The root of the fall (hardcover),['shaikhul hadith hazrat maulana zakariah rah.'],['islamic books: self-development'],1.8707254841684606
Art of Living (Hardcover),['abu obaid'],['self development and motivation'],2.9138169894456403
A Sweet Book of Rhymes (Paperback),['eternity expression (edit)'],['when 4-8: english rhymes'],1.8707254841684606
Six types of qualification women (paperback),['hazrat maulana mufti abdur rouf'],['women related'],3.43536274208423
Hearty 2nd chunk (hardcover),['professor (dr.) mohammad toufikur rahman (faruq)'],['health and council'],3.0704145623819774
Agricultural Questions Bank (Paperback),['mahbub hasan du'],['other job preparation guides'],2.496128848096263
Gulstan and Bostaon (Hardcover),['hadrat sheikh sadi (rah)'],['islamic literature'],3.9609924566672183
Differentity of life (hardcover),['shamsur rahman omar'],['contemporary story'],2.4965803873347685
"Although true, story (hardcover)",['sujendu saha'],['contemporary story'],2.4138169894456403
Professor's Viva Help Liberation War and Bangladesh (Paperback),['professors publication'],['bangladesh affairs'],2.2471503227789738
The writings (hardcover),['jim will'],"['translation literature compilation ', ' the whole']",3.543575161389487
"In 27 hours in Nurani system, the Qur'an education (hardcover)",['engineer moinul hossain'],['quran education'],4.533183350321701
C / C and Object Oriented Programming (including CD) (Paperback),['mohammed moktar hossain'],['computer programming'],3.73253091820568
Inner period (1 chunk) (Hardcover),['shaikh muhammad saleh al-munajjid'],['the help of islamic period and period'],3.211843133810549
Mind Mukur Vellars (Hardcover),['mahmud reza'],['bengali poetry'],2.4965803873347685
Water in the eye of the sundar (hardcover),['mishu moni'],['contemporary novel'],3.211843133810549
Two roads in Paradise: Takawa and Toba (Paperback),['maulana abdul matin bin hussain'],['the help of islamic period and period'],3.4981002151859824
Windmills of the Golds (Hardcover),['sydney sheldon'],['thriller'],3.06036274208423
Master Password (Hardcover),['gazi yar mohammed'],['career development'],4.034492995476703
"Cahabet Karam, with four caliphs, (Paperback)",['maulana ahmad hasan sahib shambuli (r)'],"['prophet messenger, sahaba, tabee and oli-awlia']",2.7471503227789733
Saheeh Nurani Quran Sharif - 13 Nos (Hardcover),['maulana yusuf ali khan (translator)'],['conscience quran'],3.164766881852649
Boys Ramayana (Hardcover),['upendra kishore roy chowdhury'],['hindu religious book'],3.43536274208423
Dreaming dreaming (hardcover),['gaurango mohant'],['translation poems'],1.8707254841684606
Coloring (Hardcover),['sweet mamun'],['miscellaneous'],1.8707254841684606
Fraud (Hardcover),['sultana sultana'],['contemporary novel'],1.8707254841684606
Words (Hardcover),['md.khaled mia (editor)'],['memorialists and miscellaneous'],1.8707254841684606
On the way to the path of the way (hardcover),['rakibul islam mukul'],['contemporary novel'],1.8707254841684606
Hajj (Hajj Tamatu) Omara and Zearat (Hardcover),['mir mohammad muniruzzaman'],['hajj-umrah and sacrifice'],1.8707254841684606
Cloud rain sunshine (hardcover),['muhammad jamir hossain'],['child-teenage story'],1.8707254841684606
Sharpa Whitewip (Hardcover),['phonist chandra merchant'],['typical and travel'],2.4965803873347685
Unknown country sunshine rain (hardcover),['dr.mohammad ali khan'],['miscellaneous'],1.8707254841684606
Lighting path,['maulana abul bashar muhammad saiful islam'],['islamic books: self-development'],1.8707254841684606
Apart-1 (hardcover) in poetry,['sadek sarwar (editor)'],['poetry compilation and whole'],2.9138169894456403
Seventh Saturday (Hardcover),['box zaman'],['contemporary novel'],2.4965803873347685
Folkcular Search (Hardcover),['sarwar murshed'],['social and civilization research and essay'],1.8707254841684606
Hand Pieces Piece (Paperback),['monira mita'],['when age 4-8: story and storyline'],1.8707254841684606
Yamoni (Rah.) (Hardcover) in Hazrat Shah Jalal Mazarrad,['maulana abul khair muhammad tahura ali'],['muslim personality'],1.8707254841684606
English Plus (A Complete Preparation Aid for Admission English) (Paperback),['winemahin uddin mizan'],"['bangla, english and general knowledge']",1.8707254841684606
Jannati Life (Hardcover),['maulana umar scripture (r)'],['the help of islamic period and period'],1.8707254841684606
The story of the story in the story of the story (hardcover),['sanjay mukherjee'],['biology'],4.034492995476703
Land law,['shri dinesh chandra devnath'],['properties law'],3.0704145623819774
Ahoyo Ulomindin: In search of self-satisfaction (all the chunks together) (hardcover),['huzatul islam imam ghazali rah'],['islamic philosophy'],2.6502901936673844
Short Technik Math (Paperback),['rafiqul islam mukul'],['mathematics'],3.526827885370769
Hazrat Uthman (ra) in the story in the story,['muhammad siddique al mindsabi'],"['prophet messenger, sahaba, tabee and oli-awlia']",3.27587799296376
The verses of the Qur'an (hardcover),['engineer moinul hossain'],['the quran'],3.8086847643595263
Success: Developing Saxes Mindset (Hardcover),['ehsan wool haq (translator)'],['translation: self-development and meditation'],2.68536274208423
Request (hardcover),['kaiser ahmed (editor)'],['islamic economy and business trade'],2.496128848096263
Shirk bidat and prejudice free Hajj (Paperback),['dr.b. abdur razzak'],['hajj-umrah and sacrifice'],2.68536274208423
The Qur'anic Vocabulary in three languages (Hardcover),['abdul karim'],['about quran'],4.071040997121538
The way to achieve descendants of prayer (hardcover),['maulana arsalan bin akhtar maymon'],"['salat ', ' prayer']",3.164766881852649
"BUET Model Test (BUET, KUET, CUET, RUET) (Paperback)",['ornab ghosh'],['preparation of engineering filling'],3.545852473174945
O sister tell you ... (Paperback),['muhammad is jainul abidin'],['women related'],3.4981002151859824
Shock's eyes (hardcover),['masum ahmed is original'],['mystery and intelligence'],3.2619354080396374
Fine Arts Bichita (Assistant Text Book of Fine Arts Faculty Faculture) (Paperback),['rafiqul islam (editor)'],['preparation of admission test'],2.831433548519316
Kalimakha sunshine,['soil quality'],['bengali poetry'],2.9138169894456403
Maha Life (Hardcover),['dr. lutfar rahman'],['self development and motivation'],1.8707254841684606
Tafsir Fee Jealel Quran - (5th chunk) (Hardcover),['syed qutub shahid'],['tafsir'],3.6092113262970935
Mathematical,['billal hossain (jimu)'],['preparation of engineering filling'],2.641843133810549
Mansnabi Rumi-7 (Hardcover),['hazrat maulana jalaluddin rumi (rh)'],['islamic translation book'],2.4965803873347685
Learn in 30 days Korean language in modern way - Korean language (Paperback),['professor muhiur sultana'],['east asian language'],3.168193462444923
Tears (Hardcover),['imam abul faraj ibn al jawa.'],['islamic story'],3.8620819942430766
The second volume of dancer (hardcover),['mohammad ali'],['contemporary novel'],2.9425446596304266
Sunshine Nikhil (Hardcover),['abdul aziz al aman'],['rasool in sita'],3.211843133810549
Europe expatriates (hardcover),['rabindranath tagore'],['travel to europe'],2.4965803873347685
Fitna (hardcover) coming,['imam abu amr uthman ad dani'],['islamic rules and masayel'],3.748778709762417
Home-outside (hardcover),['rabindranath tagore'],['classical novel'],2.4965803873347685
"Pregnant mother: Maternity, Stranger and Baby Health Service (Hardcover)",['lt.colonel dr.najma begum naju'],['women and baby health'],2.5804836561123072
Police Case Diary (Hardcover),['delwar hossain'],['miscellaneous books related to law'],2.4138169894456403
You and your use (hardcover),['momtaj uddin bhuiyan'],['self development and motivation'],2.641843133810549
The vice versa (hardcover),['maulana mashawoodur rahman (translator)'],['islamic translation book'],1.8707254841684606
Income mind (hardcover),['shahriar hossain'],['contemporary novel'],1.8707254841684606
Fortunate stairs Holy Mahe Ramadan (Hardca),['mufti zakaria haroon'],"['fasting ', ' fasting']",1.8707254841684606
Twin Girl (Hardcover),['khondaker mahfuzul haque'],['contemporary novel'],2.4965803873347685
The Carrum's tears (hardcover),['maulana abdul gani fabric'],['islamic miscellaneous books'],2.4965803873347685
Mother's head (hardcover),['nurunnabi shanto'],['contemporary story'],1.6965803873347685
Do not know what he does not know (hardcover),['naznin lipi'],['contemporary story'],1.8707254841684606
The whole-1: one day Bangabandhu (Hardcover),['syed iqbal'],['contemporary story'],1.8707254841684606
Krishna (Hardcover),['amjad hossain'],['contemporary story'],1.8707254841684606
The story of the world's fairytale (hardcover),['johnny hossain kabbo'],"['when age 12-17: fairyutha, folk and folklore']",2.4965803873347685
Come on the way to faith (second chunk) on the way to light (hardcover),['maulana abul bashar muhammad saiful islam'],"['invitation, tabligh, lecture, discussion and waj']",1.8707254841684606
"Come on the way to faith, in the way of light - 1 chunk (hardcave)",['maulana abul bashar muhammad saiful islam'],"['invitation, tabligh, lecture, discussion and waj']",1.8707254841684606
Islam is my arrogance (paperback),['shaikh muhammad mutawali sharabi rah'],"['faith, akbida and taosa']",3.43536274208423
Sweet girl named Rain (Paperback),['m. a. hossain'],['when age 8-12: rhyme and poetry'],1.8707254841684606
Central noon (hardcover),['ripon imran'],['contemporary novel'],2.4965803873347685
Bangladesh (hardcover) of Samakal,['shafiqul islam (1)'],"['bangladesh research, articles and statistics']",1.8707254841684606
Coltat's house and other stories (hardcover),['mahbuba hossain (editor)'],['story compilation and whole'],2.4965803873347685
Didare Kaba (Hardcover),['alhaj mohammad manjurul hasan bhuiyan'],['hajj-umrah and sacrifice'],2.4138169894456403
The story of the story (hardcover),['saiful azam chowdhury'],['contemporary story'],2.9138169894456403
Dreaming,['ahmed farooq (editor)'],['romantic novel'],2.2471503227789738
Leave Greaks (Hardcover),['shaikh muhammad saleh al-munajjid'],['the help of islamic period and period'],4.079050107592991
Random Lucal 2 (Hardcover),['sadia sharmin pinky'],['contemporary story'],2.4965803873347685
Aristotle Poetics (Paperback),['t.s. dorsch'],['reference book'],3.0536557707415377
Teenage General Knowledge: Bangladesh and International Context (Paperback),['ahmed farooq (editor)'],['childrenis: general knowledge'],2.4965803873347685
The Wolf Leader (Hardcover),['alexander duyma'],"['translation: mystery, detective, horror, myth, thriller, and adventure']",3.448290193667384
We are also on the verge of destruction ???(Hardcover),['khandaker johnny'],['bengali poetry'],3.534492995476703
Shahjadi (Hardcor),['shafiuddin sardar'],['historical novels'],2.4965803873347685
Solitary (Hardcover),['riaz fahmi'],['contemporary novel'],3.211843133810549
Question of Versity Aid - Science (Paperback),['joycoli editors (editorial)'],['admission guide to the department of science'],2.673111878627873
Modern Mashael of Ramadan (Hardcover),['mufti ilias al-hadi'],"['fasting ', ' fasting']",2.4965803873347685
Bermuda Triangle,['hospitable judgment'],['child-teenage: miscellaneous'],2.924700276667692
Reverse Assembly (Hardcover),['syed al-amin arif'],['islamic ideals and doctrine'],2.9138169894456403
Harvola (Hardcover),['diqar das'],['mystery and intelligence'],4.017952258116254
God's tremendous story (hardcover),['maulana tariq jamil'],['islamic day and happenings'],1.8707254841684606
Hedge Tufan 1 (Hardcover),['enayetullah ultamash'],['islamic miscellaneous books'],2.924700276667692
General knowledge: Bangladesh and international affairs,['tanvir ahmed jibon'],['general knowledge'],2.5804836561123072
Women when Queen (Hardcover),['dr.muhammad ibn abdur rahman arifi'],['women related'],3.649453995128757
Women's dignity and rights (hardcover),['maulana nurul islam wolipuri'],['women related'],2.4965803873347685
George Bernard Sh and an Islamic Thinkers (Paperback),['imran narus hossain'],['islamic translation book'],3.9609924566672183
Paper boat (hardcover),['ashif antaz robi'],['contemporary novel'],3.574145096833692
"Fashion (Eid Collections of Top Fashion Houses, Interviews On Eid Collections) (Paperback)",['m. shamsur rahman (editor)'],['fashion and skin care magazine'],1.8707254841684606
Welt in the relationship (hardcover),['yahya jisan'],['contemporary story'],2.9138169894456403
